uei,years_audited,audit_reports_count,city,ein,entity_name,state,zip,cognizant_agency,entity_type,latest_audit_year,earliest_audit_year,going_concern_count,internal_control_def_count,low_risk_count,material_weakness_gen_count,material_weakness_count,modified_opinion_count,noncompliance_count,prior_findings_count,questioned_costs_count,repeat_finding_count,significant_deficiency_count,total_expenditures,is_problem_entity,risk_score,recipient_name,recipient_state,recipient_city,total_funding,total_obligated,total_awards,program_count,funding_num
DM7JV6MBJNJ7,1,1,LITTLE ROCK,710847443,STATE OF ARKANSAS,AR,72201,93,state,2022,2022,0,0,0,0,902,224,0,0,456,229,189,13830105803,1,10910,DEPT OF FINANCE & ADMINISTRATION,AR,LITTLE ROCK,1505097019.9,1433150058.14,139,12,1505097019.9
V7SPYNFKXHN9,4,5,HOUSTON,746001238,HOUSTON HOUSING AUTHORITY,TX,77057,14,local,2023,2020,0,0,0,0,46,35,0,0,0,40,0,1190903364,1,480,HOUSING AUTHORITY OF CITY OF HOUSTON,TX,HOUSTON,1447605607.28,319910565,830,13,1447605607.28
SS8JCN35XH77,3,3,FORT MYERS,596000702,"LEE COUNTY, FLORIDA",FL,33902,20,local,2024,2022,0,0,0,0,0,0,0,0,1,0,3,575099008,1,30,COUNTY OF LEE,FL,FORT MYERS,1447528529.53,1320716578.67,159,11,1447528529.53
CDEZZSTCZTR5,3,3,HOUSTON,741998278,"METROPOLITAN TRANSIT AUTHORITY OF HARRIS COUNTY, TEXAS",TX,77002,,local,2024,2022,0,0,0,0,4,0,0,0,5,0,0,493453277,1,50,METROPOLITAN TRANSIT AUTHORITY OF HARRIS COUNTY,TX,HOUSTON,1435746397.53,1222123084,79,8,1435746397.53
M1LVPE5GLSD9,3,3,PISCATAWAY,226001086,"RUTGERS, THE STATE UNIVERSITY OF NEW JERSEY",NJ,08854,84,higher-ed,2024,2022,0,0,0,0,23,0,0,0,7,13,9,3344865471,1,350,"RUTGERS, THE STATE UNIVERSITY",NJ,NEW BRUNSWICK,1419020378.81,1078459140,3156,116,1419020378.81
MKEJWVSEURF3,3,3,MIAMI,596000573,"MIAMI-DADE COUNTY, FLORIDA",FL,33128,93,local,2024,2022,0,0,0,0,0,0,0,0,4,0,12,1605528354,1,200,MIAMI-DADE COUNTY,FL,MIAMI,1401565793.47,1658764378.97,734,6,1401565793.47
HJMKEF7EJW69,3,3,CLEVELAND,341018992,CASE WESTERN RESERVE UNIVERSITY,OH,441067015,93,higher-ed,2024,2022,0,0,0,0,0,0,0,0,0,2,0,1759990792,1,10520,CASE WESTERN RESERVE UNIVERSITY,OH,CLEVELAND,1397144013.04,601332534,3768,87,1397144013.04
YC11KWJKWM97,3,3,Phoenix,866000472,Maricopa County,AZ,85003,93,local,2024,2022,0,0,0,0,5,3,0,0,2,0,2,1303826651,1,70,MARICOPA COUNTY FINANCE DEPT,AZ,PHOENIX,1393167134.78,1568514649.42,45,7,1393167134.78
LLHHFKQLNAL4,3,4,SAN JUAN,660433808,PUERTO RICO HIGHWAYS AND TRANSPORTATION AUTHORITY,PR,009402007,20,state,2024,2022,0,0,0,0,2,1,0,0,2,4,20,824592105,1,220,PUERTO RICO HIGHWAY & TRANSPORTATION AUTHORITY,PR,SAN JUAN,1342715155.38,312158391,950,11,1342715155.38
CNW6RAEGJHN4,3,4,CLEVELAND,346000703,CUYAHOGA METROPOLITAN HOUSING AUTHORITY,OH,44104,14,local,2024,2022,0,0,0,0,0,0,0,0,0,0,8,952749383,1,80,CUYAHOGA METROPOLITAN HOUSING AUTHORITY,OH,CLEVELAND,1341257800.3,197264593,879,10,1341257800.3
U2JMKHNS5TG4,3,3,PASADENA,951643307,CALIFORNIA INSTITUTE OF TECHNOLOGY,CA,91125,47,higher-ed,2024,2022,0,0,0,0,0,0,0,0,0,0,0,956095262,1,70,CALIFORNIA INSTITUTE OF TECHNOLOGY,CA,PASADENA,1327535331.16,1382059996,3063,54,1327535331.16
JK7QHJQ2WFL9,3,3,ARLINGTON,131878704,"U.S. COMMITTEE FOR REFUGEES AND IMMIGRANTS, INC. AND RELATED ENTITY",VA,22202,93,non-profit,2024,2022,0,0,0,0,3,0,0,0,0,0,1,879347285,1,40,"U.S. COMMITTEE FOR REFUGEES AND IMMIGRANTS, INC.",VA,ARLINGTON,1312924314.14,801720869.7,215,15,1312924314.14
T72NHKM259N3,3,3,Newark,516000297,University of Delaware,DE,19713,84,non-profit,2024,2022,0,0,0,0,0,0,0,0,9,3,461,1164756525,1,4610,UNIVERSITY OF DELAWARE,DE,NEWARK,1309641863.87,445999999.96,2984,128,1309641863.87
S2TXEU92QGE3,3,3,JERSEY CITY,136400654,PORT AUTHORITY OF NEW YORK AND NEW JERSEY,NJ,07302,20,state,2024,2022,0,0,0,0,1,0,0,0,9,0,9,1085383965,1,100,PORT AUTHORITY OF NEW YORK & NEW JERSEY,NY,NEW YORK,1291191575.37,805776639,101,8,1291191575.37
NL69M4GGR4B7,3,3,NEW ORLEANS,726000536,HOUSING AUTHORITY OF NEW ORLEANS,LA,70122,14,local,2024,2022,0,0,0,0,0,0,0,0,0,0,0,691696171,1,30,HOUSING AUTHORITY OF NEW ORLEANS,LA,NEW ORLEANS,1287033457,337646773,1095,7,1287033457
MMAZGB3ERDF5,3,3,CHEYENNE,830208667,STATE OF WYOMING,WY,82002,93,state,2024,2022,0,0,0,0,14,7,0,0,3,16,67,5141782016,1,810,STATE OF WYOMING,WY,CHEYENNE,1267983229.1,3235542239.34,16,4,1267983229.1
Z4M6BCUFEHJ8,3,3,San Juan,660707858,Commonwealth of Puerto Rico - Department of the Family,PR,00910,10,local,2023,2021,0,0,0,0,102,107,0,0,7,31,7,11016730445,1,1090,PUERTO RICO DEPARTMENT OF THE FAMILY,PR,SAN JUAN,1265455689.04,579796816.18,414,23,1265455689.04
HMGLC26EUPC4,3,3,JACKSONVILLE,596000344,CITY OF JACKSONVILLE,FL,32202,97,local,2024,2022,0,0,0,0,15,4,0,0,0,8,0,461767745,1,150,"CITY OF JACKSONVILLE, FLORIDA",FL,JACKSONVILLE,1262098629.2,570626660.12,579,29,1262098629.2
Z27AVTCCKHU3,3,3,SANTA ANA,956000928,"COUNTY OF ORANGE, CALIFORNIA",CA,92706,93,local,2024,2022,0,0,0,0,37,36,0,0,32,26,169,3597098307,1,2060,"ORANGE, COUNTY OF",CA,SANTA ANA,1220615841.89,1251030241.88,13,4,1220615841.89
GTNBNWXJ12D5,3,3,NASHVILLE,620476822,VANDERBILT UNIVERSITY,TN,372406310,84,higher-ed,2024,2022,0,0,0,0,0,0,0,0,0,0,0,1175009661,1,15460,VANDERBILT UNIVERSITY,TN,NASHVILLE,1217667235.65,444970293,3951,86,1217667235.65
LN53LCFJFL45,3,3,Cambridge,042103580,Harvard University,MA,02138,93,higher-ed,2024,2022,0,0,0,0,0,0,0,0,0,0,0,2435637706,1,30,PRESIDENT AND FELLOWS OF HARVARD COLLEGE,MA,CAMBRIDGE,1214493805.5,419680188,3154,76,1214493805.5
XL2DNFMPCR44,3,4,WEST PALM BEACH,596000785,PALM BEACH COUNTY BOARD OF COUNTY COMMISSIONERS,FL,33401,97,local,2024,2022,0,0,0,0,7,0,0,0,0,7,20,857145081,1,470,COUNTY OF PALM BEACH,FL,WEST PALM BEACH,1209954119.4,786068374.06,211,22,1209954119.4
G7MQPLSUX1L4,4,4,Philadelphia,231352166,"Children's Hospital of Philadelphia",PA,19104,93,non-profit,2024,2021,0,0,0,0,0,0,0,0,0,0,1,1078854490,1,50,"THE CHILDREN'S HOSPITAL OF PHILADELPHIA",PA,PHILADELPHIA,1202924541.31,1709695895.4,2492,50,1202924541.31
HES3JS8VPXS5,3,3,Martinez,946000746,Housing Authority of the County of Contra Costa,CA,94553,14,local,2024,2022,0,0,0,0,2,2,0,0,9,4,7,647774589,1,90,HOUSING AUTHORITY OF CONTRA COSTA COUNTY,CA,MARTINEZ,1202390479.57,306885752,671,7,1202390479.57
DF4MDGFTBJB4,3,3,LAS VEGAS,886000028,"CLARK COUNTY, NEVADA",NV,891551210,93,local,2024,2022,0,0,0,0,38,11,0,0,0,28,19,1270971912,1,570,"CLARK COUNTY, NV",NV,LAS VEGAS,1171653364.96,922572229.92,221,24,1171653364.96
M177YHEQMG91,3,3,DFW AIRPORT,751279194,DALLAS/FORT WORTH INTERNATIONAL AIRPORT BOARD,TX,752619428,20,local,2024,2022,0,0,0,0,0,0,0,0,0,0,19,538334293,1,190,DALLAS/FORT WORTH INTERNATIONAL AIRPORT,TX,DALLAS,1150198547,703946908,45,2,1150198547
WZTDGUNAJ5V3,3,3,CHOCTAW,640345731,MISSISSIPPI BAND OF CHOCTAW INDIANS,MS,39350,93,tribal,2024,2022,0,0,0,0,5,1,0,0,5,21,40,523735129,1,450,MISSISSIPPI BAND OF CHOCTAW INDIANS,MS,PHILADELPHIA,1126446119.48,4812544542,677,72,1126446119.48
R5ADCHWAMSF3,3,3,PITTSBURGH,256001017,"COUNTY OF ALLEGHENY, PENNSYLVANIA",PA,152192400,93,local,2024,2022,0,0,0,0,43,43,0,0,5,11,0,1189409447,1,430,COUNTY OF ALLEGHENY,PA,PITTSBURGH,1108813874.34,836216672.42,313,30,1108813874.34
X6YSAYJY22Q4,3,3,SAINT LOUIS,436004283,BI-STATE DEVELOPMENT AGENCY OF THE MO-IL METROPOLITAN DISTRICT,MO,63102,20,local,2024,2022,0,0,0,0,0,0,0,0,4,5,9,458838498,1,90,THE BI STATE DEVELOPMENT AGENCY OF THE MO IL METRO DIST,MO,SAINT LOUIS,1080545433.03,825524348,83,7,1080545433.03
FYLGEXPJTM91,3,3,FEDERAL WAY,951922279,WORLD VISION INTERNATIONAL AND WORLD VISION INC.,WA,980639716,98,non-profit,2024,2022,0,0,0,0,0,0,0,0,0,4,4,1031106392,1,40,WORLD VISION INC.,WA,AUBURN,1066385770.06,892959552,535,13,1066385770.06
DZ4YCZ3QSPR5,4,4,CINCINNATI,316000989,UNIVERSITY OF CINCINNATI,OH,45221,84,higher-ed,2025,2022,0,0,0,0,0,0,0,0,2,0,19,2057824621,1,200,CINCINNATI UNIV OF,OH,CINCINNATI,1061702508.68,349547941.94,2441,104,1061702508.68
D4W7SB9CF8G4,3,3,KAPOLEI,996001257,CITY AND COUNTY OF HONOLULU,HI,96707,14,local,2024,2022,0,0,0,0,5,5,0,0,4,5,14,1504760943,1,190,CITY & COUNTY OF HONOLULU,HI,HONOLULU,1061115709.84,888364043.19,75,11,1061115709.84
PGWKT576NH72,3,3,TAMPA,596000661,HILLSBOROUGH COUNTY,FL,336011110,93,local,2024,2022,0,0,0,0,11,0,0,0,0,11,146,511433178,1,1570,HILLSBOROUGH COUNTY OF,FL,TAMPA,1042148695.42,1191276585.42,118,15,1042148695.42
J22LNTMEDP73,3,3,COLUMBIA,576001153,UNIVERSITY OF SOUTH CAROLINA,SC,29208,84,higher-ed,2024,2022,0,0,0,0,0,0,0,0,0,0,4,1655100284,1,40,UNIVERSITY OF SOUTH CAROLINA,SC,COLUMBIA,1041088649.47,324841448,2435,129,1041088649.47
EXZVPWZBLUE8,1,1,Evanston,362167817,Northwestern University,IL,60208,93,higher-ed,2024,2024,0,0,0,0,0,0,0,0,0,0,35,967059941,1,350,NORTHWESTERN UNIVERSITY,IL,EVANSTON,1040738504.4,315949980.99,3241,72,1040738504.4
DBH1UNN8U5J3,3,3,FORT WORTH,756001170,TARRANT COUNTY,TX,761960103,14,local,2024,2022,0,0,0,0,0,0,0,0,0,0,3,627051612,1,30,TARRANT COUNTY,TX,FORT WORTH,1027301560.76,759322046.74,570,20,1027301560.76
JNXVYWEXC959,3,3,WASHINGTON,521068522,"RFE/RL, INC.",DC,20036,90,non-profit,2024,2022,0,0,0,0,0,0,0,0,0,8,12,455757909,1,120,RFE/RL INC,DC,WASHINGTON,1004614062.63,937823257,13,2,1004614062.63
N4DSAJYQETA5,3,5,PORTLAND,936002376,PACIFIC STATES MARINE FISHERIES COMMISSION,OR,97202,11,non-profit,2024,2022,0,0,0,0,0,0,0,0,76,75,164,611604391,1,1640,PACIFIC STATES MARINE FISHERIES COMMISSION,OR,PORTLAND,995336519.7,792731568.25,389,17,995336519.7
SJTMMSKN5M99,3,3,Newark,226002507,Housing Authority of the City of Newark,NJ,07102,14,local,2024,2022,0,0,0,0,9,9,0,0,10,12,7,747018587,1,160,HOUSING AUTHORITY OF CITY OF NEWARK,NJ,NEWARK,986369227,157929775,900,6,986369227
QGCBDHY1BEL2,3,3,SANTA FE,185600056,NEW MEXICO EARLY CHILDHOOD EDUCATION AND CARE DEPARTMENT,NM,875075747,93,state,2024,2022,0,0,0,0,7,7,0,0,3,7,5,954759254,1,120,STATE OF NEW MEXICO FINANCE AND ADMINISTRATION,NM,SANTA FE,986357720.48,402140866,100,11,986357720.48
WSRLCJES5GR1,3,3,CAMBRIDGE,046002081,CAMBRIDGE HOUSING AUTHORITY,MA,02139,14,local,2024,2022,0,0,0,0,0,0,0,0,0,0,7,542572644,1,70,CAMBRIDGE HOUSING AUTHORITY,MA,CAMBRIDGE,984601154,216681697,570,7,984601154
THL6A6JLE1S7,3,3,BOSTON,042103547,BOSTON UNIVERSITY,MA,02215,84,higher-ed,2024,2022,0,0,0,0,0,0,0,0,0,0,4,2211319923,1,40,TRUSTEES OF BOSTON UNIVERSITY,MA,BOSTON,983576262.21,1035887013.3,3030,79,983576262.21
KGAPBAMK58L3,3,3,Saint Paul,411599130,Minnesota Housing Finance Agency,MN,55102,14,state,2024,2022,0,0,0,0,9,0,0,0,4,0,0,1669879254,1,90,MINNESOTA HOUSING FINANCE AGENCY,MN,SAINT PAUL,969958400.12,1483778321.27,430,7,969958400.12
CBVGALEXQ8K3,3,3,SELLS,860044545,"TOHONO O'ODHAM NATION GOVERNMENT SERVICES DEPARTMENT",AZ,856340836,93,tribal,2024,2022,0,0,0,0,17,0,0,0,0,12,2,297425891,1,190,"TOHONO O'ODHAM NATION",AZ,SELLS,965299635.83,3916412304,360,45,965299635.83
QD4MGHFDJKU1,3,3,PHILADELPHIA,231365971,TEMPLE UNIVERSITY,PA,19122,84,state,2024,2022,0,0,0,0,0,0,0,0,168,0,0,1725275115,1,1680,TEMPLE UNIVERSITY-OF THE COMMONWEALTH SYSTEM OF HIGHER EDUCATION,PA,PHILADELPHIA,934925402.05,322303829.67,2549,91,934925402.05
K38DLUV4D2G8,1,1,Palikir,980050061,Federated States of Micronesia National Government,FM,96941,15,local,2022,2022,0,0,0,0,12,12,0,0,12,0,37,99060183,1,490,FSM NATIONAL GOVERNMENT,FM,POHNPEI,931845507.67,236282275,581,10,931845507.67
H2BMNX7DSKU8,3,3,CLEMSON,576000254,CLEMSON UNIVERSITY,SC,296345301,84,higher-ed,2024,2022,0,0,0,0,0,0,0,0,1,0,15,897135168,1,150,CLEMSON UNIVERSITY,SC,CLEMSON,915763872.15,282442020,2673,129,915763872.15
JYGKV746MNG2,3,3,MILWAUKEE,396005532,"CITY OF MILWAUKEE, WISCONSIN",WI,53202,14,local,2024,2022,0,0,0,0,0,0,0,0,0,0,7,762564411,1,70,CITY OF MILWAUKEE,WI,MILWAUKEE,902822816.57,635190557.04,140,24,902822816.57
HLTMVS2JZBS6,4,4,Boston,041679980,Northeastern University,MA,02115,84,higher-ed,2025,2022,0,0,0,0,0,0,0,0,0,0,0,1656137964,1,4730,NORTHEASTERN UNIVERSITY,MA,BOSTON,901251832.7,231510519.78,2413,89,901251832.7
NHV3GTWSALA7,3,3,CHARLESTON,576000722,MEDICAL UNIVERSITY OF SOUTH CAROLINA,SC,29407,93,higher-ed,2024,2022,0,0,0,0,1,1,0,0,4,0,19,906784542,1,200,THE MEDICAL UNIVERSITY OF SOUTH CAROLINA,SC,CHARLESTON,896937637.42,245601058.56,2705,65,896937637.42
E6NXKD9M49D1,3,3,Chicago,366001313,Housing Authority of Cook County,IL,60603,14,local,2024,2022,0,0,0,0,0,0,0,0,4,13,15,669780316,1,150,HOUSING AUTHORITY OF COOK COUNTY,IL,CHICAGO,896773504.72,252800675,459,6,896773504.72
DXENVKMN4C34,2,2,BARRIGADA,660491518,GUAM DEPARTMENT OF EDUCATION,GU,96913,84,state,2023,2022,0,0,0,0,10,9,0,0,10,8,25,282343346,1,350,GUAM DEPARTMENT OF EDUCATION,GU,BARRIGADA,893318385.43,465761809,247,20,893318385.43
RCNJEHZ83EV6,3,3,TUSCALOOSA,636001138,THE UNIVERSITY OF ALABAMA,AL,35487,84,higher-ed,2024,2022,0,0,0,0,0,0,0,0,0,0,0,1301938480,1,230,UNIVERSITY OF ALABAMA,AL,TUSCALOOSA,881480777.48,535207963,1555,118,881480777.48
CE1SFAN131F6,3,3,PITTSBURGH,256001768,HOUSING AUTHORITY OF THE CITY OF PITTSBURGH,PA,15219,14,local,2024,2022,0,0,0,0,4,4,0,0,2,3,0,446428192,1,40,HOUSING AUTHORITY OF THE CITY OF PITTSBURGH,PA,PITTSBURGH,876033051.23,386050189,396,8,876033051.23
M879BXWTHRR7,3,3,LOUISVILLE,611447539,LOUISVILLE METRO HOUSING AUTHORITY,KY,40203,14,non-profit,2024,2022,0,0,0,0,12,12,0,0,3,3,0,475253727,1,120,LOUISVILLE METRO HOUSING AUTHORITY,KY,LOUISVILLE,852476909,197373775,949,9,852476909
ECR5E2LU5BL6,3,3,Ashburn,530196584,The George Washington University,VA,20147,84,higher-ed,2024,2022,0,0,0,0,0,0,0,0,4,0,0,1403137197,1,40,GEORGE WASHINGTON UNIVERSITY (THE),DC,WASHINGTON,834082960.55,1433388732,2146,94,834082960.55
PKCRCWHDNGB7,2,2,Columbia,576000286,South Carolina Department of Employment and Workforce,SC,29201,17,local,2022,2021,0,0,0,0,27,10,0,0,6,8,0,3951993705,1,270,SOUTH CAROLINA DEPARTMENT OF EMPLOYMENT & WORKFORCE,SC,COLUMBIA,828300165.56,764246693,158,13,828300165.56
DLJLFMBQJ833,3,3,Tampa,596001289,"Housing Authority of the City of Tampa, Florida",FL,33607,14,local,2024,2022,0,0,0,0,0,0,0,0,2,1,2,429653591,1,50,TAMPA HOUSING AUTHORITY,FL,TAMPA,819357988.74,216163639,632,10,819357988.74
F2CCDPKMYH24,3,3,RICHMOND,540921892,VIRGINIA HOUSING DEVELOPMENT AUTHORITY,VA,23220,14,local,2024,2022,0,0,0,0,6,6,0,0,18,15,24,5262405639,1,300,VIRGINIA HOUSING DEVELOPMENT AUTHORITY,VA,RICHMOND,818933621.43,616627657.64,392,8,818933621.43
EVTSTTLCEWS5,4,4,Norman,731377584,University of Oklahoma Norman Campus,OK,73019,84,higher-ed,2025,2022,0,0,0,0,0,0,0,0,0,0,291,1291563467,1,2910,UNIVERSITY OF OKLAHOMA,OK,NORMAN,811689494.58,647483472,1911,93,811689494.58
UMZVGH9B5RM7,3,3,DALLAS,756000905,DALLAS COUNTY,TX,75202,14,local,2024,2022,0,0,0,0,0,0,0,0,0,2,12,959674830,1,120,COUNTY OF DALLAS,TX,DALLAS,810077789.43,804409581.93,30,6,810077789.43
E7TEBXBL17P5,3,3,SANTA FE,856000565,NEW MEXICO DEPARTMENT OF HEALTH,NM,875026110,93,state,2024,2022,0,0,0,0,4,7,0,0,0,3,5,871124342,1,90,STATE OF NEW MEXICO,NM,SANTA FE,796799500.9,1779908115.84,413,53,796799500.9
RZ4NKR9DQN84,3,3,WASHINGTON,954191698,ELIZABETH GLASER PEDIATRIC AIDS FOUNDATION,DC,20005,93,non-profit,2024,2022,0,0,0,0,0,0,0,0,24,0,30,424972825,1,300,ELIZABETH GLASER PEDIATRIC AIDS FOUNDATION,DC,WASHINGTON,793262334.2,711161782,116,6,793262334.2
KXNLLV3U8Z64,3,3,SPRINGFIELD,421591205,"MIDDLE EAST BROADCASTING NETWORKS, INC.",VA,22153,90,non-profit,2024,2022,0,0,0,0,9,3,0,0,0,8,0,356007420,1,90,"MIDDLE EAST BROADCASTING NETWORKS, INC.",VA,SPRINGFIELD,789887052,782553407,8,1,789887052
PAKSNNFXCLV8,3,3,HONOLULU,990257540,"DEPARTMENT OF TRANSPORTATION - AIRPORTS DIVISION, STATE OF HAWAII",HI,968191880,20,state,2024,2022,0,0,0,0,4,0,0,0,0,2,0,336310372,1,40,"STATE OF HAWAII, DEPARTMENT OF TRANSPORTATION",HI,HONOLULU,771437494,405309026,113,1,771437494
FFWAHTLVF2S7,2,2,NEW TOWN,450323672,THREE AFFILIATED TRIBES,ND,58763,93,tribal,2021,2020,0,0,0,0,282,141,0,0,111,147,0,148489688,1,2820,THREE AFFILIATED TRIBES,ND,NEW TOWN,768555802.01,577262414,395,50,768555802.01
MSRJNX85HTV3,2,2,SAN CARLOS,860093307,San Carlos Apache Tribe (Department of Governmental Programs and Administration),AZ,85550,93,tribal,2021,2020,0,0,0,0,99,38,0,0,26,46,0,329448945,1,990,SAN CARLOS APACHE TRIBAL COUNCIL,AZ,SAN CARLOS,766241606.73,478353073.97,599,64,766241606.73
XNY5ULPU8EN6,2,2,NEW ORLEANS,720423889,The Administrators of the Tulane Educational Fund,LA,70118,84,higher-ed,2024,2023,0,0,0,0,0,0,0,0,0,0,4,646115436,1,40,THE ADMINISTRATORS OF TULANE EDUCATIONAL FUND,LA,NEW ORLEANS,763394002.24,797787642.12,1781,79,763394002.24
G9MAZAU3T661,3,3,BATON ROUGE,454619102,LOUISIANA HOUSING CORPORATION,LA,70808,14,state,2024,2022,0,0,0,0,0,0,0,0,0,0,4,1045871760,1,40,LOUISIANA HOUSING CORPORATION,LA,BATON ROUGE,758033670.87,391960320,205,10,758033670.87
FMP7ZJT875M5,3,4,PAGO PAGO,970000676,TERRITORY OF AMERICAN SAMOA,AS,96799,15,local,2024,2022,0,0,0,0,0,0,0,0,0,6,5,1593657851,1,90,AMERICAN SAMOA GOVERNMENT,AS,PAGO PAGO,756136247.28,619020486.06,429,19,756136247.28
DMQNDJDHTDG4,3,3,AUBURN UNIVERSITY,636000724,AUBURN UNIVERSITY,AL,368495102,84,higher-ed,2024,2022,0,0,0,0,0,0,0,0,0,0,48,1104253688,1,590,AUBURN UNIVERSITY,AL,AUBURN UNIVERSITY,745565775.07,158280565.62,1956,120,745565775.07
HB9JG5KNPX67,3,3,ROSEBUD,460248724,ROSEBUD SIOUX TRIBE,SD,57570,15,tribal,2024,2022,0,0,0,0,6,0,0,0,0,5,5,341517306,1,110,ROSEBUD SIOUX TRIBE,SD,ROSEBUD,745376466.52,510397985.54,849,76,745376466.52
XKNCQTSZ8VD8,2,2,Cherokee,560572090,Eastern Band of Cherokee Indians,NC,28719,93,tribal,2023,2022,0,0,0,0,0,0,0,0,0,0,13,222860534,1,130,EASTERN BAND OF CHEROKEE INDIANS,NC,CHEROKEE,745365394.18,3893329482,717,67,745365394.18
E8VWJXMMUQ67,3,3,Milwaukee,390806261,"The Medical College of Wisconsin, Inc",WI,53226,93,higher-ed,2024,2022,0,0,0,0,0,0,0,0,0,3,3,712575225,1,30,"THE MEDICAL COLLEGE OF WISCONSIN, INC.",WI,MILWAUKEE,737590798.29,458100060,1939,52,737590798.29
GHUAVFEULDE4,1,1,Majuro,980076103,Republic of the Marshall Islands,MH,96960,15,state,2022,2022,0,0,0,0,16,16,0,0,14,12,3,74385703,1,190,REPUBLIC OF THE MARSHALL ISLANDS - MINISTRY OF FINANCE,MH,MAJURO,736723579.02,238039550,404,11,736723579.02
SCQCBE2JD7D3,3,3,SANTA FE,856000565,"New Mexico Children, Youth, and Families Department",NM,87501,93,state,2024,2022,0,0,0,0,3,1,0,0,1,2,2,284578547,1,50,CHILDREN YOUTH & FAMILIES NEW MEXICO DEP,NM,SANTA FE,727356700.97,331302869.22,392,26,727356700.97
MMHHPJVM37K7,3,3,CAPITOLA,941699385,HOUSING AUTHORITY OF THE COUNTY OF SANTA CRUZ,CA,95010,14,local,2024,2022,0,0,0,0,1,1,0,0,4,2,3,378432862,1,40,HOUSING AUTHORITY OF THE COUNTY OF SANTA CRUZ,CA,CAPITOLA,709578475.75,205850242,412,10,709578475.75
ZK45GWUKWMH2,3,3,OAKLAND,946000501,"COUNTY OF ALAMEDA, CALIFORNIA",CA,94612,93,local,2024,2022,0,0,0,0,3,3,0,0,3,3,0,1501698671,1,30,COUNTY OF ALAMEDA,CA,OAKLAND,709282053.21,715300938.21,77,13,709282053.21
LJDLU7EA4SK1,3,3,BOSTON,046001380,CITY OF BOSTON,MA,02201,14,local,2024,2022,0,0,0,0,16,5,0,0,9,14,29,1867310680,1,450,"BOSTON, CITY OF",MA,BOSTON,702574046.39,607393572.93,132,23,702574046.39
QUQ9UCCMQ4A1,3,3,SEATTLE,916001327,KING COUNTY,WA,98104,20,local,2024,2022,0,0,0,0,3,0,0,0,0,1,0,1683726252,1,30,KING COUNTY,WA,SEATTLE,699710186.41,699803298.41,4,1,699710186.41
Q4EDSUR34U61,2,2,TOPPENISH,910576806,CONFEDERATED TRIBES AND BANDS OF THE YAKAMA NATION,WA,98948,21,tribal,2022,2021,0,0,0,0,74,74,0,0,14,44,0,278380461,1,740,CONFEDERATED TRIBES AND BANDS OF THE YAKAMA NATION,WA,TOPPENISH,698500954.62,1468066992,807,79,698500954.62
UGPNBVMJMEX7,2,2,Saipan,986019463,COMMONWEALTH OF THE NORTHERN MARIANA ISLANDS,MP,96950,97,state,2022,2021,0,0,0,0,108,109,0,0,100,77,37,1070445924,1,1460,OFFICE OF THE GOVERNOR,MP,SAIPAN,696173409.45,525986191.27,272,9,696173409.45
NJEKQK2U8ZJ5,3,3,AUGUSTA,010312916,MAINE SATE HOUSING AUTHORITY,ME,043304633,14,state,2024,2022,0,0,0,0,0,0,0,0,0,0,8,951683951,1,80,MAINE STATE HOUSING AUTHORITY,ME,AUGUSTA,694857157.44,253103485,566,15,694857157.44
QP9HTCEPN9K6,3,3,SANTA FE,300426073,NEW MEXICO DEPARTMENT OF HOMELAND SECURITY & EMERGENCY MANAGEMENT,NM,87508,97,state,2024,2022,0,0,0,0,25,21,0,0,0,33,10,380662986,1,360,NEW MEXICO DEPARTMENT OF HOMELAND SECURITY AND EMERGENCY MANAGEMENT,NM,SANTA FE,690726262.34,2964064808.88,199,14,690726262.34
U6L4K3MKKGB6,3,3,Los Angeles,954351663,Southern California Regional Rail Authority/Metrolink,CA,90017,20,local,2024,2022,0,0,0,0,28,0,0,0,0,28,31,216968087,1,590,SOUTHERN CALIFORNIA REGIONAL RAIL AUTHORITY,CA,LOS ANGELES,684254867.5,572861738,61,6,684254867.5
EBFJFD2HXD79,3,3,DETROIT,386004895,"CHARTER COUNTY OF WAYNE, MICHIGAN",MI,48226,93,local,2024,2022,0,0,0,0,42,0,0,0,1,10,10,462372188,1,520,COUNTY OF WAYNE,MI,DETROIT,682177566.46,603647916.54,104,14,682177566.46
TPFNBF5X8UC6,3,6,SAN JUAN,660433481,COMMONWEALTH OF PUERTO RICO DEPARTMENT OF NATURAL AND ENVIRONMENTAL RESOURCES,PR,00936,66,local,2024,2022,0,0,0,0,6,6,0,0,0,6,14,279916763,1,210,"NATURAL AND ENVIRONMENTAL RESOURCES, DEPARTMENT OF",PR,SAN JUAN,679123764.34,430172125,821,38,679123764.34
XF3XM9642N96,3,3,PHILADELPHIA,231352630,DREXEL UNIVERSITY,PA,19104,84,higher-ed,2024,2022,0,0,0,0,0,0,0,0,0,0,0,1221722807,1,3500,DREXEL UNIVERSITY,PA,PHILADELPHIA,670516001.46,174889654.68,1865,77,670516001.46
X6G6W4LBZKD5,2,2,PINE RIDGE,460217222,OGLALA SIOUX TRIBE,SD,55402,21,tribal,2021,2020,0,0,0,0,3,3,0,0,0,0,0,308801204,1,30,OGLALA SIOUX TRIBE OF PINE RIDGE INDIAN RESERVATION,SD,PINE RIDGE,670126080.76,718520243.5,474,50,670126080.76
